
🚲骑行视频(备用线路),#genre# 
星星点灯 - 郑智化,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%98%9F%E6%98%9F%E7%82%B9%E7%81%AF%20-%20%E9%83%91%E6%99%BA%E5%8C%96.mkv

星语心愿-张柏芝,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%98%9F%E8%AF%AD%E5%BF%83%E6%84%BF-%E5%BC%A0%E6%9F%8F%E8%8A%9D.mp4

晚秋 - 毛宁,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%99%9A%E7%A7%8B%20-%20%E6%AF%9B%E5%AE%81.mkv

暗香 - 沙宝亮,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%9A%97%E9%A6%99%20-%20%E6%B2%99%E5%AE%9D%E4%BA%AE.mkv

最浪漫的事-赵咏华,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%9C%80%E6%B5%AA%E6%BC%AB%E7%9A%84%E4%BA%8B-%E8%B5%B5%E5%92%8F%E5%8D%8E%20.mp4

月亮代表我的心 - 邓丽君,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%9C%88%E4%BA%AE%E4%BB%A3%E8%A1%A8%E6%88%91%E7%9A%84%E5%BF%83%20-%20%E9%82%93%E4%B8%BD%E5%90%9B.mkv

月亮惹的祸-张宇,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%9C%88%E4%BA%AE%E6%83%B9%E7%9A%84%E7%A5%B8-%E5%BC%A0%E5%AE%87.mp4

月亮船 - 杨钰莹,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%9C%88%E4%BA%AE%E8%88%B9%20-%20%E6%9D%A8%E9%92%B0%E8%8E%B9.mkv

月朦胧鸟朦胧 - 凤飞飞,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%9C%88%E6%9C%A6%E8%83%A7%E9%B8%9F%E6%9C%A6%E8%83%A7%20-%20%E5%87%A4%E9%A3%9E%E9%A3%9E.mkv

有多少爱可以重来-迪克牛仔,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%9C%89%E5%A4%9A%E5%B0%91%E7%88%B1%E5%8F%AF%E4%BB%A5%E9%87%8D%E6%9D%A5-%E8%BF%AA%E5%85%8B%E7%89%9B%E4%BB%94.mp4

朋友 - 周华健,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%9C%8B%E5%8F%8B%20-%20%E5%91%A8%E5%8D%8E%E5%81%A5.mkv

朋友 - 臧天朔,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%9C%8B%E5%8F%8B%20-%20%E8%87%A7%E5%A4%A9%E6%9C%94.mkv

朋友-谭咏麟,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%9C%8B%E5%8F%8B-%E8%B0%AD%E5%92%8F%E9%BA%9F.mp4

朋友别哭-吕方,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%9C%8B%E5%8F%8B%E5%88%AB%E5%93%AD-%E5%90%95%E6%96%B9.mp4

来生缘 - 刘德华,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%9D%A5%E7%94%9F%E7%BC%98%20-%20%E5%88%98%E5%BE%B7%E5%8D%8E.mkv

桃花朵朵开 - 阿牛,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%A1%83%E8%8A%B1%E6%9C%B5%E6%9C%B5%E5%BC%80%20-%20%E9%98%BF%E7%89%9B.avi

梅花三弄-姜育恒,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%A2%85%E8%8A%B1%E4%B8%89%E5%BC%84-%E5%A7%9C%E8%82%B2%E6%81%92.mp4

梦醒时分-陈淑桦,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%A2%A6%E9%86%92%E6%97%B6%E5%88%86-%E9%99%88%E6%B7%91%E6%A1%A6.mp4

梦里水乡-江珊,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%A2%A6%E9%87%8C%E6%B0%B4%E4%B9%A1-%E6%B1%9F%E7%8F%8A.mp4

楼兰姑娘-俞静,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%A5%BC%E5%85%B0%E5%A7%91%E5%A8%98-%E4%BF%9E%E9%9D%99%20.mp4

橄榄树 - 齐豫,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%A9%84%E6%A6%84%E6%A0%91%20-%20%E9%BD%90%E8%B1%AB.mkv

每次都想呼喊你的名字 - 李恕权,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%AF%8F%E6%AC%A1%E9%83%BD%E6%83%B3%E5%91%BC%E5%96%8A%E4%BD%A0%E7%9A%84%E5%90%8D%E5%AD%97%20-%20%E6%9D%8E%E6%81%95%E6%9D%83.mkv

水手-郑智化,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%B0%B4%E6%89%8B-%E9%83%91%E6%99%BA%E5%8C%96.mp4

没有情人的情人节-孟庭苇,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%B2%A1%E6%9C%89%E6%83%85%E4%BA%BA%E7%9A%84%E6%83%85%E4%BA%BA%E8%8A%82-%E5%AD%9F%E5%BA%AD%E8%8B%87.mp4

流星雨-F4,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%B5%81%E6%98%9F%E9%9B%A8-F4.mp4

浪花一朵朵-任贤齐 阿牛,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%B5%AA%E8%8A%B1%E4%B8%80%E6%9C%B5%E6%9C%B5-%E4%BB%BB%E8%B4%A4%E9%BD%90%20%E9%98%BF%E7%89%9B.avi

浪迹天涯 - 陈淑桦,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%B5%AA%E8%BF%B9%E5%A4%A9%E6%B6%AF%20-%20%E9%99%88%E6%B7%91%E6%A1%A6.mkv

涛声依旧-毛宁,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%B6%9B%E5%A3%B0%E4%BE%9D%E6%97%A7-%E6%AF%9B%E5%AE%81%20.mp4

渴望 - 毛阿敏,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%B8%B4%E6%9C%9B%20-%20%E6%AF%9B%E9%98%BF%E6%95%8F.mkv

滚滚红尘-陈淑桦,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%BB%9A%E6%BB%9A%E7%BA%A2%E5%B0%98-%E9%99%88%E6%B7%91%E6%A1%A6.mp4

漫步人生路-邓丽君,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%BC%AB%E6%AD%A5%E4%BA%BA%E7%94%9F%E8%B7%AF-%E9%82%93%E4%B8%BD%E5%90%9B.mp4

潇洒走一回 - 叶倩文,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E6%BD%87%E6%B4%92%E8%B5%B0%E4%B8%80%E5%9B%9E%20-%20%E5%8F%B6%E5%80%A9%E6%96%87.mkv

烛光里的妈妈 - 毛阿敏,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%83%9B%E5%85%89%E9%87%8C%E7%9A%84%E5%A6%88%E5%A6%88%20-%20%E6%AF%9B%E9%98%BF%E6%95%8F.mkv

爱上一个不回家的人-林忆莲,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%88%B1%E4%B8%8A%E4%B8%80%E4%B8%AA%E4%B8%8D%E5%9B%9E%E5%AE%B6%E7%9A%84%E4%BA%BA-%E6%9E%97%E5%BF%86%E8%8E%B2.mp4

爱与哀愁 - 童安格,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%88%B1%E4%B8%8E%E5%93%80%E6%84%81%20-%20%E7%AB%A5%E5%AE%89%E6%A0%BC.mkv

爱情鸟 - 林依轮,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%88%B1%E6%83%85%E9%B8%9F%20-%20%E6%9E%97%E4%BE%9D%E8%BD%AE.mkv

爱江山更爱美人-李丽芬,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%88%B1%E6%B1%9F%E5%B1%B1%E6%9B%B4%E7%88%B1%E7%BE%8E%E4%BA%BA-%E6%9D%8E%E4%B8%BD%E8%8A%AC.mp4

爱的代价-张艾嘉,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%88%B1%E7%9A%84%E4%BB%A3%E4%BB%B7-%E5%BC%A0%E8%89%BE%E5%98%89.avi

片片枫叶情 - 许秋怡 张智霖,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%89%87%E7%89%87%E6%9E%AB%E5%8F%B6%E6%83%85%20-%20%E8%AE%B8%E7%A7%8B%E6%80%A1%20%E5%BC%A0%E6%99%BA%E9%9C%96.mkv

牵手-张惠妹,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%89%B5%E6%89%8B-%E5%BC%A0%E6%83%A0%E5%A6%B9.mp4

牵挂你的人是我 - 高林生,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%89%B5%E6%8C%82%E4%BD%A0%E7%9A%84%E4%BA%BA%E6%98%AF%E6%88%91%20-%20%E9%AB%98%E6%9E%97%E7%94%9F.mkv

特别的爱给特别的你-伍思凯,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%89%B9%E5%88%AB%E7%9A%84%E7%88%B1%E7%BB%99%E7%89%B9%E5%88%AB%E7%9A%84%E4%BD%A0-%E4%BC%8D%E6%80%9D%E5%87%AF.mp4

独角戏 - 许茹芸,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%8B%AC%E8%A7%92%E6%88%8F%20-%20%E8%AE%B8%E8%8C%B9%E8%8A%B8.mkv

现在以后 - 童安格,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%8E%B0%E5%9C%A8%E4%BB%A5%E5%90%8E%20-%20%E7%AB%A5%E5%AE%89%E6%A0%BC.mkv

甜蜜蜜 - 邓丽君,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%94%9C%E8%9C%9C%E8%9C%9C%20-%20%E9%82%93%E4%B8%BD%E5%90%9B.mkv

电话诉情肠,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%94%B5%E8%AF%9D%E8%AF%89%E6%83%85%E8%82%A0.avi

男人哭吧不是罪 - 刘德华,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%94%B7%E4%BA%BA%E5%93%AD%E5%90%A7%E4%B8%8D%E6%98%AF%E7%BD%AA%20-%20%E5%88%98%E5%BE%B7%E5%8D%8E.mkv

男儿当自强-林子祥,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%94%B7%E5%84%BF%E5%BD%93%E8%87%AA%E5%BC%BA-%E6%9E%97%E5%AD%90%E7%A5%A5.mp4

白狐-陳瑞,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%99%BD%E7%8B%90-%E9%99%B3%E7%91%9E%20.mp4

百万个吻-陈明真,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%99%BE%E4%B8%87%E4%B8%AA%E5%90%BB-%E9%99%88%E6%98%8E%E7%9C%9F%20.mp4

真心真意过一生 - 叶倩文,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%9C%9F%E5%BF%83%E7%9C%9F%E6%84%8F%E8%BF%87%E4%B8%80%E7%94%9F%20-%20%E5%8F%B6%E5%80%A9%E6%96%87.mkv

真的好想你 - 周冰倩,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%9C%9F%E7%9A%84%E5%A5%BD%E6%83%B3%E4%BD%A0%20-%20%E5%91%A8%E5%86%B0%E5%80%A9.mkv

知心爱人 - 付笛生 任静,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%9F%A5%E5%BF%83%E7%88%B1%E4%BA%BA%20-%20%E4%BB%98%E7%AC%9B%E7%94%9F%20%E4%BB%BB%E9%9D%99.mkv

祝你一路顺风-吴奇隆,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%A5%9D%E4%BD%A0%E4%B8%80%E8%B7%AF%E9%A1%BA%E9%A3%8E-%E5%90%B4%E5%A5%87%E9%9A%86.mp4

祝你平安 - 孙悦,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%A5%9D%E4%BD%A0%E5%B9%B3%E5%AE%89%20-%20%E5%AD%99%E6%82%A6.mkv

秋来秋去 - 叶倩文,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%A7%8B%E6%9D%A5%E7%A7%8B%E5%8E%BB%20-%20%E5%8F%B6%E5%80%A9%E6%96%87.mkv

等你一万年 - 杨钰莹,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%AD%89%E4%BD%A0%E4%B8%80%E4%B8%87%E5%B9%B4%20-%20%E6%9D%A8%E9%92%B0%E8%8E%B9.mkv

粉红色的回忆-韩宝仪,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%B2%89%E7%BA%A2%E8%89%B2%E7%9A%84%E5%9B%9E%E5%BF%86-%E9%9F%A9%E5%AE%9D%E4%BB%AA.mp4

约定-周蕙,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%BA%A6%E5%AE%9A-%E5%91%A8%E8%95%99.mp4

美丽的神话-韩红 孙楠,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%BE%8E%E4%B8%BD%E7%9A%84%E7%A5%9E%E8%AF%9D-%E9%9F%A9%E7%BA%A2%20%E5%AD%99%E6%A5%A0.mp4

美丽的花蝴蝶 - 张洪量,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%BE%8E%E4%B8%BD%E7%9A%84%E8%8A%B1%E8%9D%B4%E8%9D%B6%20-%20%E5%BC%A0%E6%B4%AA%E9%87%8F.mkv

美酒加咖啡 - 邓丽君,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E7%BE%8E%E9%85%92%E5%8A%A0%E5%92%96%E5%95%A1%20-%20%E9%82%93%E4%B8%BD%E5%90%9B.mkv

舞女泪 - 韩宝仪,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E8%88%9E%E5%A5%B3%E6%B3%AA%20-%20%E9%9F%A9%E5%AE%9D%E4%BB%AA.mkv

花心-周华健,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E8%8A%B1%E5%BF%83-%E5%91%A8%E5%8D%8E%E5%81%A5.avi

花瓣雨 - 童安格,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E8%8A%B1%E7%93%A3%E9%9B%A8%20-%20%E7%AB%A5%E5%AE%89%E6%A0%BC.mkv

草原之夜 - 费玉清,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E8%8D%89%E5%8E%9F%E4%B9%8B%E5%A4%9C%20-%20%E8%B4%B9%E7%8E%89%E6%B8%85.mkv

萍聚 - 李翊君,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E8%90%8D%E8%81%9A%20-%20%E6%9D%8E%E7%BF%8A%E5%90%9B.mkv

葬心 - 黄莺莺,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E8%91%AC%E5%BF%83%20-%20%E9%BB%84%E8%8E%BA%E8%8E%BA.mkv

让我一次爱个够 - 庾澄庆,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E8%AE%A9%E6%88%91%E4%B8%80%E6%AC%A1%E7%88%B1%E4%B8%AA%E5%A4%9F%20-%20%E5%BA%BE%E6%BE%84%E5%BA%86.mkv

让我欢喜让我忧 - 周华健,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E8%AE%A9%E6%88%91%E6%AC%A2%E5%96%9C%E8%AE%A9%E6%88%91%E5%BF%A7%20-%20%E5%91%A8%E5%8D%8E%E5%81%A5.mkv

记事本 - 陈慧琳,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E8%AE%B0%E4%BA%8B%E6%9C%AC%20-%20%E9%99%88%E6%85%A7%E7%90%B3.mkv

请跟我来 - 搭错车 苏芮 梁弘志,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E8%AF%B7%E8%B7%9F%E6%88%91%E6%9D%A5%20-%20%E6%90%AD%E9%94%99%E8%BD%A6%20%E8%8B%8F%E8%8A%AE%20%E6%A2%81%E5%BC%98%E5%BF%97.mp4

谁的眼泪在飞-孟庭苇,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E8%B0%81%E7%9A%84%E7%9C%BC%E6%B3%AA%E5%9C%A8%E9%A3%9E-%E5%AD%9F%E5%BA%AD%E8%8B%87.mp4

谢谢你的爱-刘德华,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E8%B0%A2%E8%B0%A2%E4%BD%A0%E7%9A%84%E7%88%B1-%E5%88%98%E5%BE%B7%E5%8D%8E.mp4

走出喜玛拉雅-琼雪卓码,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E8%B5%B0%E5%87%BA%E5%96%9C%E7%8E%9B%E6%8B%89%E9%9B%85-%E7%90%BC%E9%9B%AA%E5%8D%93%E7%A0%81.avi

走四方 - 韩磊,http://wu.5yi.fun:5244/d/%E6%96%B0%E6%B1%9F%E5%8D%97/%E7%BB%8F%E5%85%B8%E8%80%81%E6%AD%8C%E5%8D%A1%E6%8B%89OK/%E8%B5%B0%E5%9B%9B%E6%96%B9%20-%20%E9%9F%A9%E7%A3%8A.mkv

